,Unnamed: 0,year,CO2 (ppmv)
1343,1279,-345594,211.9
1344,1280,-347189,220.3
1345,1281,-349726,221.1
1346,1282,-351224,216.2
1347,1283,-352462,209.4
1348,1284,-353867,209.2
1349,1285,-357060,193.0
1350,1286,-358733,186.1
1351,1287,-360617,185.8
1352,1288,-363240,201.2
1353,1289,-366115,206.3
1354,1290,-369435,201.9
1355,1291,-371507,199.9
1356,1292,-373254,214.7
1357,1293,-375084,224.6
1358,1294,-376810,229.6
1359,1295,-380981,227.0
1360,1296,-382607,240.0
1361,1297,-384333,239.1
1362,1298,-385874,246.8
1363,1299,-387460,245.8
1364,1300,-390337,258.1
1365,1301,-391027,259.5
1366,1302,-392053,273.6
1367,1303,-392956,260.7
1368,1304,-396325,276.3
1369,1305,-397976,277.1
1370,1306,-398760,283.2
1371,1307,-400190,283.1
1372,1308,-400909,275.7
1373,1309,-402363,276.5
1374,1310,-403112,280.5
1375,1311,-404592,279.6
1376,1312,-405332,285.6
1377,1313,-406868,284.5
1378,1314,-407648,274.7
1379,1315,-408503,282.6
1380,1316,-409397,283.5
1381,1317,-411308,274.9
1382,1318,-412260,264.9
1383,1319,-413229,271.6
1384,1320,-413995,276.4
1385,1321,-414475,271.7
1386,1322,-415490,273.4
1387,1323,-416006,271.8
1388,1324,-416555,274.6
1389,1325,-417625,273.7
1390,1326,-418183,271.2
1391,1327,-418751,273.8
1392,1328,-419962,268.6
1393,1329,-420582,266.4
1394,1330,-421275,270.6
1395,1331,-422557,267.7
1396,1332,-423182,268.3
1397,1333,-423790,270.8
1398,1334,-424287,270.0
1399,1335,-424671,265.4
1400,1336,-425204,255.3
1401,1337,-425991,252.1
1402,1338,-426890,248.2
1403,1339,-427228,242.5
1404,1340,-429073,219.7
1405,1341,-430229,227.2
1406,1342,-431900,211.5
1407,1343,-432429,207.6
1408,1344,-433989,209.8
1409,1345,-435535,207.5
1410,1346,-437113,200.3
1411,1347,-438709,201.7
1412,1348,-440280,201.3
1413,1349,-441894,202.0
1414,1350,-443381,199.1
1415,1351,-445269,201.1
1416,1352,-446509,203.5
1417,1353,-447621,208.1
1418,1354,-448692,201.7
1419,1355,-449797,201.2
1420,1356,-450785,204.9
1421,1357,-451825,201.9
1422,1358,-452914,198.4
1423,1359,-454051,193.3
1424,1360,-455164,192.5
1425,1361,-455795,199.1
1426,1362,-456258,204.3
1427,1363,-456844,203.3
1428,1364,-457261,208.3
1429,1365,-458302,202.4
1430,1366,-459336,195.5
1431,1367,-460464,190.7
1432,1368,-461576,194.4
1433,1369,-462649,199.9
1434,1370,-463315,205.2
1435,1371,-463651,210.0
1436,1372,-464682,208.1
1437,1373,-465756,204.4
1438,1374,-466927,203.4
1439,1375,-468090,205.5
1440,1376,-468775,206.5
1441,1377,-469250,215.5
1442,1378,-469874,218.7
1443,1379,-470313,229.2
1444,1380,-470913,232.7
1445,1381,-471267,243.7
1446,1382,-471850,243.9
1447,1383,-472142,245.6
1448,1384,-473024,241.2
1449,1385,-473975,233.1
1450,1386,-474999,232.8
1451,1387,-475991,236.6
1452,1388,-476942,239.1
1453,1389,-477452,236.5
1454,1390,-477825,231.3
1455,1391,-478378,220.8
1456,1392,-478776,218.8
1457,1393,-479712,223.8
1458,1394,-480630,223.4
1459,1395,-481445,227.3
1460,1396,-482229,231.4
1461,1397,-482986,231.4
1462,1398,-483717,231.2
1463,1399,-484448,233.0
1464,1400,-485179,232.9
1465,1401,-485898,231.3
1466,1402,-486615,237.1
1467,1403,-487352,242.0
1468,1404,-487769,240.9
1469,1405,-488076,252.8
1470,1406,-488544,249.3
1471,1407,-488783,242.6
1472,1408,-489501,243.3
1473,1409,-490204,246.7
1474,1410,-490913,243.7
1475,1411,-491643,239.7
1476,1412,-492350,239.1
1477,1413,-493074,238.3
1478,1414,-493775,238.5
1479,1415,-494494,237.6
1480,1416,-495237,236.4
1481,1417,-496015,236.5
1482,1418,-496787,232.8
1483,1419,-497576,230.6
1484,1420,-498354,230.8
1485,1421,-499133,228.2
1486,1422,-499911,230.8
1487,1423,-500687,231.2
1488,1424,-501468,232.0
1489,1425,-502227,232.2
1490,1426,-502961,234.1
1491,1427,-503734,233.9
1492,1428,-504533,235.5
1493,1429,-505362,236.0
1494,1430,-506167,238.2
1495,1431,-506990,237.0
1496,1432,-507834,240.3
1497,1433,-508702,233.4
1498,1434,-509562,236.4
1499,1435,-510413,235.2
1500,1436,-511254,242.0
1501,1437,-512083,238.2
1502,1438,-512897,239.2
1503,1439,-513700,241.5
1504,1440,-514470,243.0
1505,1441,-515204,247.2
1506,1442,-515926,246.2
1507,1443,-516650,245.5
1508,1444,-517379,245.3
1509,1445,-518123,247.7
1510,1446,-518871,245.5
1511,1447,-519624,243.5
1512,1448,-521851,241.9
1513,1449,-522620,236.8
1514,1450,-523387,235.8
1515,1451,-524156,233.7
1516,1452,-524945,230.3
1517,1453,-525748,227.8
1518,1454,-526566,224.7
1519,1455,-527453,222.7
1520,1456,-528340,221.2
1521,1457,-529251,220.3
1522,1458,-530128,220.7
1523,1459,-530642,214.5
1524,1460,-531037,211.4
1525,1461,-531604,204.4
1526,1462,-531982,200.0
1527,1463,-532718,195.1
1528,1464,-533093,193.8
1529,1465,-533745,190.5
1530,1466,-534228,199.8
1531,1467,-535384,199.4
1532,1468,-536490,205.0
1533,1469,-537563,206.4
1534,1470,-538633,212.9
1535,1471,-539703,211.2
1536,1472,-540790,205.0
1537,1473,-541894,203.6
1538,1474,-542935,208.1
1539,1475,-543914,210.3
1540,1476,-544880,209.6
1541,1477,-545856,209.7
1542,1478,-546820,204.6
1543,1479,-547770,202.5
1544,1480,-548280,208.8
1545,1481,-548632,213.6
1546,1482,-549431,215.2
1547,1483,-550161,219.9
1548,1484,-550731,221.7
1549,1485,-551070,222.3
1550,1486,-551295,226.3
1551,1487,-551669,222.1
1552,1488,-551858,220.3
1553,1489,-552529,223.6
1554,1490,-553208,224.3
1555,1491,-553892,226.7
1556,1492,-554457,233.9
1557,1493,-554973,241.0
1558,1494,-555248,243.0
1559,1495,-555435,249.1
1560,1496,-555707,244.0
1561,1497,-555888,250.5
1562,1498,-556204,245.6
1563,1499,-556356,240.4
1564,1500,-556827,238.1
1565,1501,-557366,234.5
1566,1502,-557686,229.7
1567,1503,-557922,230.2
1568,1504,-558486,230.3
1569,1505,-559015,228.3
1570,1506,-559500,231.6
1571,1507,-559938,231.9
1572,1508,-560360,234.6
1573,1509,-560705,234.1
1574,1510,-561184,240.1
1575,1511,-561585,242.3
1576,1512,-561977,245.7
1577,1513,-562360,245.8
1578,1514,-562774,247.6
1579,1515,-563184,251.4
1580,1516,-563588,252.4
1581,1517,-563945,252.6
1582,1518,-564295,251.4
1583,1519,-564638,253.7
1584,1520,-564968,254.3
1585,1521,-565289,253.9
1586,1522,-565598,254.5
1587,1523,-565934,253.2
1588,1524,-566254,253.9
1589,1525,-566584,252.8
1590,1526,-566980,253.0
1591,1527,-567364,250.2
1592,1528,-567733,251.3
1593,1529,-568117,250.0
1594,1530,-568513,251.3
1595,1531,-568912,251.8
1596,1532,-569311,251.8
1597,1533,-569683,249.6
1598,1534,-570024,251.6
1599,1535,-570365,250.3009961681342
1600,1536,-570719,246.30955184938028
1601,1537,-571103,247.65697248974385
1602,1538,-571525,249.18618138857704
1603,1539,-571963,248.72078039844757
1604,1540,-572414,251.7666008144979
1605,1541,-572856,251.8615047665413
1606,1542,-573283,252.08002667419615
1607,1543,-573704,248.8639219697805
1608,1544,-574162,252.543697553062
1609,1545,-574649,252.8973536409592
1610,1546,-575165,251.2965766771463
1611,1547,-575703,251.341725346752
1612,1548,-576246,251.0792763522184
1613,1549,-576792,249.0568689785398
1614,1550,-577330,252.92340485161623
1615,1551,-577883,251.47302309267096
1616,1552,-578260,244.13978325747763
1617,1553,-578451,243.8071398156684
1618,1554,-578864,236.17021956160747
1619,1555,-579168,230.2553890769855
1620,1556,-579596,225.2070402346668
1621,1557,-579978,219.4126580601745
1622,1558,-580504,215.44586651227405
1623,1559,-580886,209.88341782048892
1624,1560,-581624,206.68125254107684
1625,1561,-582008,210.6390178335049
1626,1562,-584770,223.95763277250387
1627,1563,-585221,225.9929310765137
1628,1564,-585938,234.40092907192803
1629,1565,-586329,238.7841158534624
1630,1566,-586990,246.34602904387208
1631,1567,-587475,250.20456464222792
1632,1568,-588090,248.1046423657793
1633,1569,-588538,243.5553025827732
1634,1570,-589069,237.37751240309967
1635,1571,-590433,225.678803565834
1636,1572,-590835,229.3866700921104
1637,1573,-591611,233.1632188953882
1638,1574,-592096,238.1475936125431
1639,1575,-592913,237.9772146198636
1640,1576,-593486,232.91795566697328
1641,1577,-594271,221.2172428733
1642,1578,-594841,216.4410115698623
1643,1579,-595853,216.27309709713364
1644,1580,-596379,219.0222803388292
1645,1581,-597268,225.9716626647501
1646,1582,-597864,229.38148051861887
1647,1583,-599305,232.45478922791705
1648,1584,-600650,237.8582812314746
1649,1585,-601999,239.14012591458967
1650,1586,-603353,244.5322516170048
1651,1587,-604675,248.4801850050678
1652,1588,-606029,254.57832546938147
1653,1589,-607297,259.22379791893974
1654,1590,-608479,257.7448677422332
1655,1591,-609601,257.8151013837554
1656,1592,-609650,259.6847091794925
1657,1593,-610811,258.13797445364014
1658,1594,-611992,256.193578648728
1659,1595,-613190,252.74797477389265
1660,1596,-614349,252.8982584181087
1661,1597,-614406,252.729800513971
1662,1598,-615659,252.63944486217684
1663,1599,-617003,248.28893339724928
1664,1600,-618333,245.8865878724808
1665,1601,-619701,243.5306835863856
1666,1602,-621000,243.88545246756436
1667,1603,-621104,239.19230883467588
1668,1604,-622546,237.92850701362372
1669,1605,-623447,235.02330647237795
1670,1606,-624097,228.5122253513537
1671,1607,-625019,215.70968264504967
1672,1608,-625880,205.76310728563763
1673,1609,-627189,199.52416462021895
1674,1610,-627819,205.26582182975855
1675,1611,-627916,200.77734554085592
1676,1612,-629576,200.4570693283412
1677,1613,-630406,196.49917279673912
1678,1614,-632127,193.09789993536265
1679,1615,-632931,195.94989153226655
1680,1616,-633059,194.85936588137292
1681,1617,-634571,194.00258992033588
1682,1618,-635764,195.33150117951013
1683,1619,-637468,188.8477364074226
1684,1620,-638422,190.1777336005101
1685,1621,-640124,191.3842569534652
1686,1622,-640906,191.5605717991007
1687,1623,-642350,195.3061298127235
1688,1624,-643200,195.8204274432848
1689,1625,-644426,189.88548096825596
1690,1626,-645304,191.8480609628653
1691,1627,-646662,193.4765987078096
1692,1628,-647241,196.171494104952
1693,1629,-648398,189.2501799432969
1694,1630,-648997,193.44315462070247
1695,1631,-650154,187.2748940558699
1696,1632,-650758,186.7937683040444
1697,1633,-651780,192.8691774329536
1698,1634,-652488,194.81602929906572
1699,1635,-653574,199.99595342018023
1700,1636,-654182,200.35242454933484
1701,1637,-655231,192.9341212467433
1702,1638,-655704,189.23340881737832
1703,1639,-655771,190.8769405532136
1704,1640,-656814,184.098136363561
1705,1641,-657343,187.3800806732598
1706,1642,-657461,185.6837857761792
1707,1643,-658513,188.43427447380083
1708,1644,-659168,193.9700304568731
1709,1645,-659265,191.59170346951032
1710,1646,-660332,189.6905841804821
1711,1647,-660846,193.9082170435541
1712,1648,-660927,190.86103041769672
1713,1649,-661987,191.02249326390395
1714,1650,-662370,192.55321359717547
1715,1651,-662458,187.7670323098909
1716,1652,-663371,180.16659707392196
1717,1653,-663886,180.53768178380184
1718,1654,-664803,174.76867941399888
1719,1655,-665459,173.71362014216885
1720,1656,-666465,177.7146610306198
1721,1657,-666965,180.6705433303129
1722,1658,-667869,187.6555369926176
1723,1659,-668346,191.5141318512642
1724,1660,-669120,194.87837297832084
1725,1661,-669507,196.8275423165405
1726,1662,-670200,194.789560383579
1727,1663,-670811,197.1291521940604
1728,1664,-671746,201.1220985980582
1729,1665,-672279,204.669745646326
1730,1666,-673078,211.69145610328425
1731,1667,-673456,216.1224817958984
1732,1668,-674580,222.57485445876677
1733,1669,-675202,219.96238463739664
1734,1670,-675650,216.59070226826563
1735,1671,-676378,218.20973466460345
1736,1672,-676791,220.086237115456
1737,1673,-677505,229.16045804591084
1738,1674,-677785,232.70102424711223
1739,1675,-678362,233.61111358821643
1740,1676,-678677,233.1080061479115
1741,1677,-679275,225.80855816583323
1742,1678,-679719,227.89516025735253
1743,1679,-680393,221.30626385386472
1744,1680,-680790,219.1411841639893
1745,1681,-681507,220.2352186749276
1746,1682,-681878,222.6967127552533
1747,1683,-682473,225.64160209672892
1748,1684,-682808,224.3560776723839
1749,1685,-683344,221.82035466276145
1750,1686,-683729,220.62261407272987
1751,1687,-684319,220.6316642042182
1752,1688,-684631,222.61792578852743
1753,1689,-685204,222.7044405108711
1754,1690,-685495,222.96501296914877
1755,1691,-686050,226.72892608676472
1756,1692,-686350,227.65046207304687
1757,1693,-686859,227.6358560751815
1758,1694,-687207,230.66878933516543
1759,1695,-687743,232.0747771551575
1760,1696,-688001,232.26747586461005
1761,1697,-688524,235.8000553317824
1762,1698,-688786,236.4535724768809
1763,1699,-689271,239.2879301088554
1764,1700,-689517,238.41599878810229
1765,1701,-690017,239.37873479610943
1766,1702,-690368,243.5623167259663
1767,1703,-690882,239.2983940505077
1768,1704,-691127,238.47330442832688
1769,1705,-691624,243.6995486644999
1770,1706,-691871,237.7560079776989
1771,1707,-692330,239.3406332632852
1772,1708,-692586,240.45669225384145
1773,1709,-692999,239.31113174299168
1774,1710,-693309,239.79653384828728
1775,1711,-693782,236.7987347932641
1776,1712,-694031,238.73723027829791
1777,1713,-694484,238.0518499460627
1778,1714,-694694,238.13269799082363
1779,1715,-695140,239.4354918894625
1780,1716,-695392,238.41997928360917
1781,1717,-695796,239.884743914407
1782,1718,-696089,241.0299151581724
1783,1719,-696555,240.89904625193032
1784,1720,-696803,241.8320311598419
1785,1721,-697265,238.8636108455049
1786,1722,-697489,239.00952129629684
1787,1723,-697914,239.72641961823388
1788,1724,-698153,237.20611593740932
1789,1725,-698535,236.7173884297771
1790,1726,-698864,236.6070014153336
1791,1727,-699318,235.4215271002262
1792,1728,-699574,232.4560078431405
1793,1729,-700043,230.88479116742863
1794,1730,-700250,232.162121529527
1795,1731,-700784,232.1824465330735
1796,1732,-701059,230.58782898361125
1797,1733,-701518,233.3539062097976
1798,1734,-701846,232.2805206457517
1799,1735,-702300,232.82958847745476
1800,1736,-702631,233.54448715907165
1801,1737,-703103,234.04269676194463
1802,1738,-703293,235.09172492612444
1803,1739,-703776,237.18468030646915
1804,1740,-704103,237.661231516828
1805,1741,-704542,236.05369135840692
1806,1742,-704760,236.0453403013913
1807,1743,-705360,238.8480696520816
1808,1744,-705693,233.50528810247425
1809,1745,-706249,233.5834734270881
1810,1746,-706463,233.11228487432956
1811,1747,-707009,234.83616059567032
1812,1748,-707503,231.43297127712552
1813,1749,-707959,230.50735989141307
1814,1750,-708506,227.032822730358
1815,1751,-709033,224.9017352890244
1816,1752,-709449,225.3889691337453
1817,1753,-710071,224.1234469162136
1818,1754,-710293,224.001743721128
1819,1755,-711362,223.8856925917568
1820,1756,-712115,227.63734055505356
1821,1757,-712453,227.08319713303533
1822,1758,-713165,223.14262795384457
1823,1759,-713615,227.5826981949172
1824,1760,-714360,213.59999290263292
1825,1761,-714635,210.5098874628876
1826,1762,-715398,198.42559568024177
1827,1763,-716005,189.87843381686548
1828,1764,-716828,193.46090298257133
1829,1765,-717337,200.8234844705578
1830,1766,-718137,212.030518626341
1831,1767,-718640,217.0426911316349
1832,1768,-719457,219.2003556861584
1833,1769,-719739,218.956944794401
1834,1770,-720555,216.09677010835375
1835,1771,-721044,212.108071771009
1836,1772,-721830,212.54540888381376
1837,1773,-722191,214.0125927948141
1838,1774,-723025,210.4806821716978
1839,1775,-723524,211.49197634968232
1840,1776,-724299,211.075995557622
1841,1777,-724626,211.42656926315465
1842,1778,-725948,210.0675097854836
1843,1779,-726643,210.24197486380825
1844,1780,-727037,211.0778130948141
1845,1781,-727886,210.0149974521128
1846,1782,-728310,212.1716466152816
1847,1783,-728958,210.16351745201928
1848,1784,-729234,210.702373057978
1849,1785,-729910,211.62321092369945
1850,1786,-730371,213.73187878271676
1851,1787,-731043,208.1143039021245
1852,1788,-731378,207.72075200492253
1853,1789,-732072,210.60174265873587
1854,1790,-732512,216.1485998526368
1855,1791,-733184,214.6624205315424
1856,1792,-733459,217.88283774216444
1857,1793,-734157,217.1944729687879
1858,1794,-734572,213.14402038614645
1859,1795,-735319,206.92018121563933
1860,1796,-735710,204.5191038769512
1861,1797,-736630,191.7441063146352
1862,1798,-737224,185.6096600660596
1863,1799,-738156,185.40236646163788
1864,1800,-738510,183.3925392147808
1865,1801,-739379,184.7670847091236
1866,1802,-739924,189.1426274551468
1867,1803,-740694,188.64664196412704
1868,1804,-741112,187.3271928405565
1869,1805,-742009,188.17959977716012
1870,1806,-742573,188.96881973948896
1871,1807,-743721,187.29232436787936
1872,1808,-744669,190.24154927677864
1873,1809,-745227,187.91988159174213
1874,1810,-745990,187.9522843282685
1875,1811,-746386,187.54375693792412
1876,1812,-747312,188.67887489361215
1877,1813,-747864,190.17483689562675
1878,1814,-748756,192.0759223880364
1879,1815,-749086,191.29603626015796
1880,1816,-750023,193.54717137122023
1881,1817,-750615,197.49572596202373
1882,1818,-751539,195.43388919380428
1883,1819,-751984,203.90279658442105
1884,1820,-753164,199.046053641412
1885,1821,-753636,203.2996954570858
1886,1822,-754616,208.10367110123957
1887,1823,-754900,209.44507971285617
1888,1824,-755835,213.61139014973045
1889,1825,-756412,218.3519526756556
1890,1826,-757185,222.7200859322036
1891,1827,-757611,226.94301148021165
1892,1828,-757928,223.0236554615564
1893,1829,-758158,225.37366760867587
1894,1830,-758566,225.61582539678184
1895,1831,-758989,222.7085788690187
1896,1832,-759914,216.64080861985224
1897,1833,-760216,214.6940079861074
1898,1834,-761151,213.99980285899036
1899,1835,-761820,219.9481576823577
1900,1836,-762726,223.89295015434175
1901,1837,-763231,222.92608638468548
1902,1838,-763636,233.66090567198847
1903,1839,-763901,229.40748753827657
1904,1840,-764238,232.11545547204437
1905,1841,-764858,230.6229188352788
1906,1842,-765797,224.86466602091244
1907,1843,-766167,223.8179649132784
1908,1844,-767111,221.6409365039408
1909,1845,-767701,225.86635666622996
1910,1846,-768649,230.62690342109488
1911,1847,-769070,229.56423626852964
1912,1848,-769569,236.31890028889168
1913,1849,-769862,234.24054819146696
1914,1850,-770225,239.7120056138232
1915,1851,-770524,243.88525238228883
1916,1852,-770787,246.4945680375353
1917,1853,-771045,243.85475201990903
1918,1854,-771299,246.03058180018397
1919,1855,-771734,237.7794476149145
1920,1856,-772094,239.2312024030053
1921,1857,-773008,238.3850775692524
1922,1858,-773588,241.7410824819303
1923,1859,-774382,245.3180552676516
1924,1860,-774832,248.92347258064217
1925,1861,-775731,247.3032103301009
1926,1862,-776282,252.455538875688
1927,1863,-777107,254.92704442683268
1928,1864,-777417,254.6895620893129
1929,1865,-778238,254.4321062869957
1930,1866,-778769,252.52125685420285
1931,1867,-779612,257.21033919112165
1932,1868,-779936,251.50919000069743
1933,1869,-780778,257.43630369580933
1934,1870,-781248,255.01817636257545
1935,1871,-782311,260.9181501208988
1936,1872,-783084,255.84554031289508
1937,1873,-783569,259.66462384723866
1938,1874,-784239,262.229808343788
1939,1875,-784613,264.34502908314164
1940,1876,-785405,269.3559592885488
1941,1877,-785853,265.99732874144445
1942,1878,-786529,257.19893666253785
1943,1879,-786741,257.0184549055622
1944,1880,-787544,238.64095357456617
1945,1881,-788003,235.48574308581584
1946,1882,-788689,227.37775029010012
1947,1883,-789106,230.55013467896876
1948,1884,-790080,224.68576227610308
1949,1885,-790667,214.4503513988741
1950,1886,-791569,213.35775959891657
1951,1887,-791902,218.39264166858877
1952,1888,-793172,208.7893628439667
1953,1889,-793737,204.617506415808
1954,1890,-794902,198.7924036449917
1955,1891,-795428,197.90878630711256
1956,1892,-796731,200.4894558655116
1957,1893,-799286,198.68361088983107
1958,1894,-800922,198.6572141815183
1959,1895,-801759,202.64710592439064
1960,1896,-801975,202.92172318213744
1961,1897,-802059,207.49864546768265
1962,1898,-802572,204.8619380343144
1963,1899,-803182,202.2268391289192
1964,1900,-803718,207.28544010704545
